user_id,month,data_mb,voice_minutes,sms_count
U0006206,2024_08,756.88,0,0
U0006207,2024_07,336.3,0,1
U0006208,2024_07,407.28,0,0
U0006208,2024_08,407.28,0,0
U0006208,2024_09,488.74,0,0
U0006208,2024_10,586.49,0,0
U0006208,2024_11,586.49,0,0
U0006208,2024_12,586.49,0,0
U0006208,2025_01,586.49,0,0
U0006208,2025_02,586.49,0,0
U0006208,2025_03,703.79,0,0
U0006208,2025_04,492.65,1,0
U0006208,2025_05,344.85,0,1
U0006208,2025_06,413.82,0,0
U0006209,2024_07,263.28,1,1
U0006210,2024_07,325.2,0,0
U0006210,2024_08,227.64,1,4
U0006210,2024_09,227.64,0,0
U0006210,2024_10,227.64,0,0
U0006210,2024_11,227.64,1,0
U0006210,2024_12,273.17,3,0
U0006210,2025_01,191.22,0,1
U0006210,2025_02,133.85,0,0
U0006210,2025_03,133.85,0,0
U0006210,2025_04,93.7,0,5
U0006210,2025_05,112.44,1,0
U0006211,2024_07,123.55,0,0
U0006211,2024_08,123.55,0,0
U0006211,2024_09,86.48,0,1
U0006211,2024_10,60.54,0,1
U0006211,2024_11,72.65,0,0
U0006211,2024_12,87.18,0,0
U0006211,2025_01,87.18,0,1
U0006211,2025_02,61.03,0,1
U0006211,2025_03,73.24,0,0
U0006211,2025_04,73.24,0,0
U0006211,2025_05,87.89,0,0
U0006211,2025_06,87.89,0,0
U0006212,2024_07,388.9,0,0
U0006212,2024_08,388.9,0,2
U0006212,2024_09,272.23,0,0
U0006213,2024_07,562.68,0,0
U0006213,2024_08,675.22,1,0
U0006213,2024_09,472.65,0,0
U0006213,2024_10,472.65,0,0
U0006213,2024_11,472.65,0,0
U0006213,2024_12,472.65,0,2
U0006213,2025_01,567.18,4,0
U0006213,2025_02,567.18,0,0
U0006213,2025_03,567.18,0,0
U0006213,2025_04,567.18,0,1
U0006213,2025_05,567.18,0,0
U0006213,2025_06,567.18,0,0
U0006214,2024_07,475.8,0,0
U0006214,2024_08,333.06,0,0
U0006214,2024_09,399.67,0,0
U0006214,2024_10,399.67,3,1
U0006214,2024_11,399.67,1,0
U0006214,2024_12,399.67,0,4
U0006214,2025_01,479.6,4,0
U0006214,2025_02,479.6,0,0
U0006214,2025_03,479.6,0,0
U0006214,2025_04,479.6,0,0
U0006214,2025_05,335.72,0,0
U0006214,2025_06,335.72,0,0
U0006215,2024_07,549.7,0,0
U0006216,2024_07,193.56,0,0
U0006216,2024_08,232.27,0,0
U0006216,2024_09,278.72,0,0
U0006217,2024_07,442.1,0,0
U0006217,2024_08,442.1,0,0
U0006217,2024_09,530.52,0,1
U0006217,2024_10,530.52,0,0
U0006217,2024_11,371.36,0,6
U0006217,2024_12,371.36,0,1
U0006217,2025_01,445.63,0,0
U0006217,2025_02,311.94,0,0
U0006217,2025_03,374.33,2,0
U0006217,2025_04,262.03,0,0
U0006217,2025_05,262.03,0,0
U0006217,2025_06,262.03,0,1
U0006218,2024_07,167.96,0,0
U0006219,2024_07,511.25,0,0
U0006219,2024_08,511.25,1,0
U0006220,2024_07,409.5,0,0
U0006220,2024_08,409.5,1,0
U0006220,2024_09,286.65,4,0
U0006220,2024_10,286.65,0,0
U0006220,2024_11,286.65,0,0
U0006220,2024_12,286.65,0,0
U0006220,2025_01,286.65,0,1
U0006221,2024_07,403.75,0,0
U0006221,2024_08,403.75,0,0
U0006222,2024_07,568.96,0,0
U0006222,2024_08,682.75,0,0
U0006223,2024_07,364.73,0,0
U0006223,2024_08,255.31,0,0
U0006223,2024_09,255.31,0,0
U0006223,2024_10,306.37,0,0
U0006223,2024_11,306.37,0,0
U0006224,2024_07,508.25,0,1
U0006224,2024_08,508.25,0,1
U0006224,2024_09,355.78,0,0
U0006224,2024_10,426.94,0,0
U0006224,2024_11,512.33,0,0
U0006224,2024_12,614.8,0,0
U0006224,2025_01,737.76,0,0
U0006224,2025_02,737.76,0,1
U0006224,2025_03,516.43,0,0
U0006224,2025_04,619.72,0,1
U0006224,2025_05,619.72,2,0
U0006224,2025_06,743.66,0,0
U0006225,2024_07,332.81,0,0
U0006225,2024_08,232.97,0,0
U0006225,2024_09,163.08,0,2
U0006225,2024_10,195.7,0,2
U0006226,2024_07,445.43,0,0
U0006226,2024_08,534.52,41,1
U0006226,2024_09,641.42,0,0
U0006227,2024_07,548.7,5,0
U0006227,2024_08,658.44,0,0
U0006227,2024_09,658.44,0,0
U0006227,2024_10,790.13,0,0
U0006227,2024_11,790.13,0,0
U0006227,2024_12,553.09,1,1
U0006227,2025_01,387.16,0,1
U0006227,2025_02,464.59,0,0
U0006227,2025_03,557.51,0,0
U0006227,2025_04,390.26,4,0
U0006227,2025_05,468.31,2,2
U0006227,2025_06,468.31,2,0
U0006228,2024_07,563.56,0,1
U0006229,2024_07,17.7,0,0
U0006230,2024_07,493.06,0,0
U0006230,2024_08,345.14,0,0
U0006230,2024_09,345.14,3,0
U0006230,2024_10,345.14,0,0
U0006230,2024_11,241.6,4,0
U0006230,2024_12,289.92,0,0
U0006230,2025_01,289.92,0,0
U0006231,2024_07,297.57,0,0
U0006231,2024_08,297.57,3,1
U0006231,2024_09,208.3,0,0
U0006231,2024_10,208.3,0,4
U0006231,2024_11,145.81,2,0
U0006231,2024_12,145.81,0,0
U0006231,2025_01,145.81,2,0
U0006231,2025_02,145.81,6,0
U0006231,2025_03,102.07,5,0
U0006231,2025_04,71.45,5,2
U0006232,2024_07,349.98,0,0
U0006232,2024_08,349.98,1,0
U0006232,2024_09,349.98,0,1
U0006232,2024_10,244.99,0,0
U0006233,2024_07,592.06,0,0
U0006233,2024_08,414.44,0,0
U0006233,2024_09,290.11,0,1
U0006233,2024_10,290.11,0,0
U0006233,2024_11,203.08,4,0
U0006233,2024_12,203.08,0,0
U0006233,2025_01,142.16,0,0
U0006233,2025_02,99.51,0,1
U0006233,2025_03,99.51,0,4
U0006233,2025_04,69.66,0,0
U0006233,2025_05,69.66,0,0
U0006233,2025_06,83.59,0,1
U0006234,2024_07,417.75,0,0
U0006234,2024_08,417.75,0,0
U0006234,2024_09,417.75,4,0
U0006234,2024_10,292.42,2,4
U0006234,2024_11,204.69,0,2
U0006234,2024_12,204.69,0,0
U0006234,2025_01,143.28,0,3
U0006234,2025_02,143.28,1,0
U0006234,2025_03,143.28,0,0
U0006234,2025_04,143.28,1,1
U0006234,2025_05,143.28,0,2
U0006234,2025_06,171.94,4,0
U0006235,2024_07,250.82,0,0
U0006235,2024_08,250.82,0,0
U0006235,2024_09,175.57,0,0
U0006236,2024_07,307.02,0,0
U0006236,2024_08,307.02,0,6
U0006236,2024_09,214.91,0,0
U0006236,2024_10,214.91,0,3
U0006236,2024_11,214.91,0,4
U0006237,2024_07,104.75,1,0
U0006237,2024_08,73.32,0,0
U0006237,2024_09,73.32,0,0
U0006238,2024_07,102.28,0,0
U0006239,2024_07,353.97,0,0
U0006239,2024_08,424.76,2,2
U0006239,2024_09,424.76,0,1
U0006240,2024_07,295.94,0,0
U0006240,2024_08,355.13,1,0
U0006240,2024_09,355.13,0,0
U0006240,2024_10,355.13,1,0
U0006240,2024_11,355.13,0,0
U0006240,2024_12,426.16,0,0
U0006240,2025_01,298.31,0,0
U0006240,2025_02,208.82,0,3
U0006240,2025_03,208.82,0,0
U0006240,2025_04,208.82,0,0
U0006241,2024_07,334.8,0,2
U0006241,2024_08,401.76,0,6
U0006241,2024_09,482.11,0,0
U0006241,2024_10,482.11,0,0
U0006242,2024_07,133.81,0,1
U0006242,2024_08,133.81,1,0
U0006242,2024_09,133.81,11,0
U0006242,2024_10,133.81,0,0
U0006242,2024_11,93.67,4,2
U0006242,2024_12,65.57,0,4
U0006242,2025_01,45.9,0,0
U0006242,2025_02,55.08,0,1
U0006242,2025_03,66.1,0,2
U0006243,2024_07,508.39,0,1
U0006244,2024_07,319.68,0,0
U0006244,2024_08,319.68,0,1
U0006245,2024_07,250.63,0,0
U0006245,2024_08,250.63,5,0
U0006245,2024_09,250.63,0,0
U0006245,2024_10,250.63,0,1
U0006245,2024_11,250.63,0,0
U0006245,2024_12,250.63,0,1
U0006246,2024_07,351.36,4,0
U0006246,2024_08,421.63,0,0
U0006246,2024_09,295.14,0,3
U0006247,2024_07,498.32,0,0
U0006247,2024_08,498.32,2,0
U0006247,2024_09,597.98,2,0
U0006248,2024_07,289.57,1,1
U0006248,2024_08,347.48,3,0
U0006248,2024_09,416.98,0,0
U0006248,2024_10,416.98,0,2
U0006248,2024_11,416.98,0,0
U0006248,2024_12,416.98,2,0
U0006248,2025_01,291.89,0,0
U0006248,2025_02,291.89,0,0
U0006248,2025_03,204.32,0,0
U0006248,2025_04,245.18,1,0
U0006248,2025_05,245.18,0,0
U0006248,2025_06,294.22,1,0
U0006249,2024_07,602.42,1,0
U0006249,2024_08,602.42,0,0
U0006249,2024_09,722.9,0,0
U0006249,2024_10,867.48,4,4
U0006249,2024_11,607.24,2,0
U0006249,2024_12,425.07,0,0
U0006249,2025_01,425.07,1,0
U0006249,2025_02,425.07,2,0
U0006249,2025_03,510.08,0,0
U0006249,2025_04,510.08,1,0
U0006249,2025_05,357.06,0,1
U0006249,2025_06,357.06,0,0
U0006250,2024_07,553.04,0,1
U0006250,2024_08,553.04,0,0
U0006251,2024_07,358.93,0,0
U0006251,2024_08,430.72,2,0
U0006251,2024_09,301.5,1,0
U0006251,2024_10,301.5,0,0
U0006251,2024_11,211.05,0,1
U0006251,2024_12,211.05,0,0
U0006251,2025_01,211.05,2,0
U0006251,2025_02,211.05,7,3
U0006251,2025_03,253.26,0,0
U0006251,2025_04,177.28,0,0
U0006251,2025_05,177.28,1,2
U0006251,2025_06,124.1,0,0
U0006252,2024_07,255.01,1,5
U0006252,2024_08,255.01,0,0
U0006252,2024_09,255.01,0,0
U0006252,2024_10,178.51,0,0
U0006252,2024_11,178.51,0,0
U0006252,2024_12,214.21,4,0
U0006252,2025_01,257.05,0,0
U0006252,2025_02,257.05,0,0
U0006252,2025_03,257.05,0,2
U0006252,2025_04,257.05,0,1
U0006252,2025_05,308.46,0,0
U0006252,2025_06,370.15,1,0
U0006253,2024_07,264.01,0,0
U0006253,2024_08,264.01,0,0
U0006253,2024_09,316.81,1,0
U0006254,2024_07,401.01,0,0
U0006254,2024_08,401.01,1,0
U0006255,2024_07,204.88,3,0
U0006255,2024_08,143.42,0,1
U0006255,2024_09,172.1,2,0
U0006255,2024_10,206.52,1,0
U0006255,2024_11,206.52,0,1
U0006256,2024_07,296.41,0,0
U0006256,2024_08,207.49,0,0
U0006256,2024_09,248.99,3,0
U0006256,2024_10,298.79,0,0
U0006256,2024_11,209.15,0,0
U0006256,2024_12,250.98,0,0
U0006256,2025_01,250.98,0,0
U0006256,2025_02,301.18,0,0
U0006257,2024_07,406.03,0,0
U0006257,2024_08,406.03,0,0
U0006257,2024_09,406.03,0,0
U0006257,2024_10,406.03,0,0
U0006257,2024_11,406.03,1,0
U0006257,2024_12,284.22,0,2
U0006257,2025_01,284.22,0,0
U0006257,2025_02,198.95,0,1
U0006258,2024_07,471.71,0,0
U0006258,2024_08,330.2,0,0
U0006258,2024_09,231.14,0,0
U0006258,2024_10,277.37,0,0
U0006258,2024_11,194.16,0,0
U0006258,2024_12,194.16,0,0
U0006258,2025_01,194.16,0,0
U0006259,2024_07,330.98,0,0
U0006259,2024_08,231.69,0,0
U0006259,2024_09,231.69,0,0
U0006259,2024_10,278.03,0,0
U0006260,2024_07,474.48,2,1
U0006260,2024_08,569.38,0,0
U0006260,2024_09,569.38,3,0
U0006260,2024_10,683.26,0,1
U0006260,2024_11,819.91,0,0
U0006260,2024_12,573.94,1,0
U0006260,2025_01,688.73,0,1
U0006260,2025_02,688.73,0,0
U0006260,2025_03,688.73,1,0
U0006260,2025_04,482.11,0,0
U0006260,2025_05,482.11,0,1
U0006260,2025_06,578.53,0,0
U0006261,2024_07,517.24,0,1
U0006261,2024_08,517.24,0,0
U0006261,2024_09,362.07,0,0
U0006262,2024_07,504.3,0,0
U0006262,2024_08,504.3,1,1
U0006262,2024_09,605.16,0,2
U0006262,2024_10,423.61,0,0
U0006262,2024_11,296.53,0,0
U0006262,2024_12,355.84,0,1
U0006262,2025_01,249.09,0,0
U0006262,2025_02,174.36,0,1
U0006262,2025_03,174.36,0,0
U0006262,2025_04,174.36,2,0
U0006262,2025_05,209.23,0,0
U0006262,2025_06,209.23,0,0
U0006263,2024_07,183.72,0,0
U0006263,2024_08,128.6,0,1
U0006263,2024_09,154.32,0,2
U0006264,2024_07,381.52,0,1
U0006264,2024_08,457.82,0,0
U0006265,2024_07,396.66,0,0
U0006265,2024_08,475.99,0,0
U0006265,2024_09,475.99,8,1
U0006265,2024_10,475.99,1,0
U0006265,2024_11,475.99,0,0
U0006265,2024_12,475.99,0,0
U0006266,2024_07,411.98,0,0
U0006266,2024_08,411.98,0,0
U0006266,2024_09,411.98,0,0
U0006267,2024_07,596.33,0,0
U0006267,2024_08,715.6,1,0
U0006267,2024_09,858.72,0,0
U0006267,2024_10,858.72,0,0
U0006267,2024_11,858.72,0,1
U0006267,2024_12,858.72,2,0
U0006267,2025_01,601.1,0,0
U0006267,2025_02,420.77,2,0
U0006267,2025_03,420.77,1,0
U0006267,2025_04,504.92,0,4
U0006267,2025_05,504.92,1,0
U0006267,2025_06,353.44,0,0
U0006268,2024_07,339.95,3,0
U0006268,2024_08,339.95,2,1
U0006268,2024_09,407.94,0,2
U0006268,2024_10,407.94,0,1
U0006268,2024_11,407.94,0,0
U0006268,2024_12,489.53,0,0
U0006268,2025_01,489.53,0,2
U0006268,2025_02,489.53,0,0
U0006269,2024_07,537.53,0,3
U0006269,2024_08,376.27,0,2
U0006269,2024_09,451.52,0,1
U0006269,2024_10,451.52,0,0
U0006269,2024_11,451.52,0,1
U0006269,2024_12,451.52,0,0
U0006269,2025_01,541.82,0,0
U0006270,2024_07,613.93,0,0
U0006270,2024_08,736.72,2,8
U0006270,2024_09,736.72,0,3
U0006270,2024_10,736.72,0,0
U0006270,2024_11,884.06,0,0
U0006270,2024_12,1060.87,0,2
U0006270,2025_01,742.61,0,0
U0006270,2025_02,891.13,0,0
U0006270,2025_03,623.79,3,2
U0006270,2025_04,623.79,0,0
U0006270,2025_05,748.55,0,1
U0006270,2025_06,898.26,0,0
U0006271,2024_07,387.0,0,0
U0006271,2024_08,464.4,0,0
U0006271,2024_09,464.4,0,0
U0006271,2024_10,325.08,0,1
U0006271,2024_11,227.56,0,0
U0006271,2024_12,227.56,0,0
U0006271,2025_01,273.07,0,1
U0006271,2025_02,191.15,1,0
U0006271,2025_03,133.8,0,0
U0006272,2024_07,245.19,0,1
U0006272,2024_08,245.19,2,0
U0006272,2024_09,245.19,0,1
U0006272,2024_10,245.19,0,0
U0006272,2024_11,294.23,5,0
U0006273,2024_07,279.24,0,0
U0006273,2024_08,195.47,3,0
U0006273,2024_09,234.56,0,0
U0006273,2024_10,234.56,0,2
U0006273,2024_11,281.47,0,0
U0006273,2024_12,197.03,0,1
U0006273,2025_01,197.03,0,0
U0006274,2024_07,395.08,1,0
U0006274,2024_08,474.1,2,1
U0006274,2024_09,474.1,0,0
U0006275,2024_07,410.05,0,1
U0006275,2024_08,410.05,0,7
U0006275,2024_09,492.06,1,0
U0006275,2024_10,492.06,0,5
U0006275,2024_11,590.47,0,3
U0006275,2024_12,590.47,2,2
U0006275,2025_01,590.47,0,2
U0006275,2025_02,590.47,0,0
U0006275,2025_03,413.33,1,0
U0006275,2025_04,413.33,0,2
U0006275,2025_05,413.33,0,0
U0006275,2025_06,413.33,0,0
U0006276,2024_07,451.6,0,1
U0006276,2024_08,451.6,0,0
U0006276,2024_09,541.92,0,0
U0006276,2024_10,541.92,1,0
U0006276,2024_11,541.92,1,1
U0006276,2024_12,650.3,0,0
U0006276,2025_01,650.3,0,0
U0006276,2025_02,650.3,0,1
U0006276,2025_03,650.3,0,0
U0006276,2025_04,650.3,1,0
U0006276,2025_05,650.3,0,1
U0006276,2025_06,650.3,1,0
U0006277,2024_07,485.58,0,3
U0006277,2024_08,485.58,0,0
U0006277,2024_09,485.58,3,0
U0006277,2024_10,339.91,1,1
U0006277,2024_11,339.91,0,0
U0006277,2024_12,407.89,1,0
U0006277,2025_01,285.52,0,0
U0006277,2025_02,285.52,0,0
U0006278,2024_07,365.3,0,2
U0006278,2024_08,365.3,1,3
U0006278,2024_09,255.71,0,2
U0006278,2024_10,306.85,0,0
U0006278,2024_11,368.22,0,0
U0006278,2024_12,257.75,0,3
U0006279,2024_07,299.56,0,0
U0006279,2024_08,209.69,0,0
U0006279,2024_09,251.63,0,0
U0006279,2024_10,251.63,0,0
U0006279,2024_11,251.63,0,0
U0006279,2024_12,251.63,0,0
U0006279,2025_01,301.96,1,1
U0006279,2025_02,301.96,0,0
U0006279,2025_03,301.96,0,0
U0006279,2025_04,362.35,0,0
U0006279,2025_05,362.35,0,0
U0006279,2025_06,253.64,1,2
U0006280,2024_07,182.56,0,0
U0006280,2024_08,127.79,0,1
U0006280,2024_09,127.79,0,1
U0006280,2024_10,127.79,0,0
U0006280,2024_11,89.45,0,0
U0006280,2024_12,89.45,0,0
U0006280,2025_01,107.34,0,5
U0006280,2025_02,107.34,0,0
U0006280,2025_03,107.34,3,0
U0006280,2025_04,75.14,0,0
U0006280,2025_05,52.6,1,1
U0006280,2025_06,63.12,0,0
U0006281,2024_07,246.05,0,0
U0006281,2024_08,246.05,0,0
U0006281,2024_09,246.05,0,1
U0006281,2024_10,246.05,0,0
U0006282,2024_07,302.85,0,0
U0006282,2024_08,363.42,1,0
U0006282,2024_09,363.42,0,0
U0006283,2024_07,551.82,0,0
U0006283,2024_08,662.18,1,0
U0006283,2024_09,794.62,0,1
U0006284,2024_07,181.63,0,3
U0006284,2024_08,217.96,0,0
U0006285,2024_07,384.48,2,1
U0006285,2024_08,461.38,3,0
U0006286,2024_07,497.19,2,0
U0006286,2024_08,348.03,0,1
U0006286,2024_09,348.03,5,0
U0006286,2024_10,348.03,0,0
U0006286,2024_11,348.03,22,0
U0006287,2024_07,676.61,0,1
U0006287,2024_08,676.61,1,0
U0006288,2024_07,369.79,0,0
U0006289,2024_07,536.1,2,0
U0006289,2024_08,536.1,5,0
U0006289,2024_09,375.27,0,0
U0006289,2024_10,262.69,0,0
U0006289,2024_11,183.88,0,1
U0006289,2024_12,220.66,0,0
U0006289,2025_01,154.46,0,1
U0006289,2025_02,108.12,1,0
U0006289,2025_03,75.68,0,2
U0006289,2025_04,90.82,0,0
U0006289,2025_05,108.98,1,0
U0006289,2025_06,108.98,2,0
U0006290,2024_07,83.09,1,0
U0006290,2024_08,83.09,0,1
U0006290,2024_09,83.09,0,0
U0006290,2024_10,99.71,0,0
U0006290,2024_11,69.8,0,0
U0006290,2024_12,83.76,0,0
U0006290,2025_01,100.51,0,0
U0006290,2025_02,120.61,0,1
U0006291,2024_07,292.68,4,0
U0006291,2024_08,351.22,1,0
U0006291,2024_09,421.46,0,0
U0006291,2024_10,421.46,0,0
U0006291,2024_11,421.46,10,1
U0006291,2024_12,505.75,0,0
U0006291,2025_01,606.9,0,0
U0006292,2024_07,471.44,0,0
U0006292,2024_08,565.73,0,0
U0006293,2024_07,168.49,0,0
U0006293,2024_08,168.49,1,0
U0006293,2024_09,168.49,0,1
U0006293,2024_10,168.49,0,0
U0006293,2024_11,202.19,3,0
U0006293,2024_12,242.63,0,1
U0006293,2025_01,291.16,0,0
U0006293,2025_02,203.81,0,0
U0006293,2025_03,203.81,0,0
U0006293,2025_04,203.81,0,0
U0006293,2025_05,244.57,0,3
U0006293,2025_06,171.2,0,0
U0006294,2024_07,82.19,0,0
U0006294,2024_08,98.63,0,0
U0006294,2024_09,69.04,0,0
U0006294,2024_10,48.33,3,0
U0006294,2024_11,48.33,0,0
U0006294,2024_12,48.33,0,0
U0006294,2025_01,48.33,0,0
U0006294,2025_02,33.83,0,3
U0006295,2024_07,161.82,0,1
U0006295,2024_08,194.18,0,0
U0006295,2024_09,194.18,0,1
U0006295,2024_10,194.18,0,0
U0006295,2024_11,135.93,0,0
U0006295,2024_12,95.15,0,3
U0006295,2025_01,66.6,0,0
U0006295,2025_02,66.6,0,1
U0006295,2025_03,66.6,0,0
U0006295,2025_04,66.6,0,3
U0006295,2025_05,46.62,0,0
U0006295,2025_06,32.63,0,0
U0006296,2024_07,288.19,3,0
U0006296,2024_08,288.19,0,0
U0006297,2024_07,516.32,0,0
U0006297,2024_08,516.32,0,0
U0006297,2024_09,516.32,0,1
U0006297,2024_10,516.32,0,1
U0006297,2024_11,516.32,0,3
U0006297,2024_12,361.42,0,0
U0006298,2024_07,493.63,0,0
U0006298,2024_08,345.54,0,0
U0006298,2024_09,414.65,0,0
U0006298,2024_10,414.65,0,0
U0006298,2024_11,414.65,0,5
U0006298,2024_12,414.65,0,0
U0006298,2025_01,414.65,0,0
U0006298,2025_02,414.65,0,0
U0006298,2025_03,290.25,2,0
U0006299,2024_07,288.94,0,0
U0006299,2024_08,346.73,0,0
U0006299,2024_09,416.08,2,0
U0006299,2024_10,416.08,0,0
U0006299,2024_11,416.08,0,0
U0006299,2024_12,291.26,0,0
U0006299,2025_01,291.26,0,0
U0006299,2025_02,203.88,0,1
U0006299,2025_03,142.72,0,0
U0006299,2025_04,171.26,0,0
U0006299,2025_05,171.26,0,0
U0006299,2025_06,205.51,0,0
U0006300,2024_07,310.36,6,1
U0006300,2024_08,372.43,0,1
U0006300,2024_09,372.43,1,0
U0006300,2024_10,372.43,0,0
U0006300,2024_11,372.43,0,0
U0006300,2024_12,446.92,1,0
U0006300,2025_01,536.3,4,0
U0006300,2025_02,643.56,0,0
U0006300,2025_03,643.56,0,0
U0006300,2025_04,643.56,0,1
U0006300,2025_05,772.27,0,1
U0006300,2025_06,772.27,0,2
U0006301,2024_07,334.91,0,1
U0006301,2024_08,234.44,0,0
U0006301,2024_09,234.44,0,0
U0006301,2024_10,234.44,0,0
U0006301,2024_11,281.33,0,1
U0006301,2024_12,337.6,0,0
U0006301,2025_01,337.6,4,0
U0006301,2025_02,236.32,0,0
U0006301,2025_03,283.58,0,0
U0006302,2024_07,703.12,0,0
U0006302,2024_08,703.12,2,0
U0006302,2024_09,843.74,0,0
U0006302,2024_10,843.74,0,0
U0006302,2024_11,843.74,3,0
U0006302,2024_12,843.74,0,0
U0006302,2025_01,843.74,0,0
U0006302,2025_02,590.62,0,0
U0006302,2025_03,590.62,1,0
U0006303,2024_07,262.68,0,0
U0006303,2024_08,183.88,0,0
U0006303,2024_09,183.88,1,0
U0006303,2024_10,183.88,0,1
U0006303,2024_11,183.88,0,0
U0006303,2024_12,183.88,0,2
U0006303,2025_01,183.88,2,1
U0006303,2025_02,183.88,0,1
U0006303,2025_03,128.72,0,0
U0006303,2025_04,128.72,0,0
U0006303,2025_05,128.72,0,0
U0006303,2025_06,154.46,0,0
U0006304,2024_07,348.49,3,1
U0006305,2024_07,282.17,0,1
U0006305,2024_08,197.52,0,0
U0006306,2024_07,202.09,0,7
U0006306,2024_08,242.51,0,4
U0006306,2024_09,291.01,0,2
U0006306,2024_10,203.71,0,2
U0006306,2024_11,244.45,0,0
U0006306,2024_12,293.34,0,0
U0006306,2025_01,293.34,0,2
U0006306,2025_02,205.34,0,1
U0006306,2025_03,205.34,0,0
U0006306,2025_04,246.41,0,0
U0006306,2025_05,246.41,0,1
U0006306,2025_06,246.41,1,0
U0006307,2024_07,365.88,0,0
U0006307,2024_08,365.88,2,0
U0006307,2024_09,365.88,1,0
U0006307,2024_10,439.06,0,2
U0006307,2024_11,526.87,0,0
U0006307,2024_12,526.87,0,0
U0006307,2025_01,526.87,0,1
U0006307,2025_02,526.87,3,0
U0006307,2025_03,526.87,0,1
U0006307,2025_04,526.87,0,0
U0006307,2025_05,526.87,2,0
U0006307,2025_06,526.87,0,1
U0006308,2024_07,501.66,1,0
U0006308,2024_08,501.66,1,1
U0006308,2024_09,351.16,0,0
U0006308,2024_10,421.39,0,0
U0006308,2024_11,421.39,0,0
U0006308,2024_12,421.39,1,0
U0006308,2025_01,505.67,1,0
U0006308,2025_02,505.67,0,1
U0006308,2025_03,606.8,0,0
U0006308,2025_04,424.76,0,0
U0006308,2025_05,424.76,0,0
U0006308,2025_06,424.76,0,0
U0006309,2024_07,396.52,0,0
U0006309,2024_08,277.56,3,1
U0006309,2024_09,277.56,0,0
U0006309,2024_10,277.56,0,0
U0006309,2024_11,277.56,0,0
U0006309,2024_12,277.56,3,0
U0006310,2024_07,316.14,3,0
U0006310,2024_08,379.37,11,0
U0006310,2024_09,379.37,0,0
U0006310,2024_10,379.37,0,0
U0006310,2024_11,455.24,0,6
U0006310,2024_12,455.24,0,0
U0006310,2025_01,455.24,0,0
U0006311,2024_07,490.52,0,0
U0006311,2024_08,490.52,2,0
U0006311,2024_09,343.36,0,0
U0006311,2024_10,240.35,1,1
U0006311,2024_11,168.24,0,1
U0006311,2024_12,168.24,0,0
U0006311,2025_01,168.24,0,0
U0006311,2025_02,201.89,2,0
U0006311,2025_03,201.89,0,0
U0006311,2025_04,201.89,0,0
U0006311,2025_05,201.89,3,0
U0006311,2025_06,201.89,0,1
U0006312,2024_07,641.03,0,2
U0006312,2024_08,769.24,0,0
U0006312,2024_09,769.24,0,0
U0006312,2024_10,769.24,0,0
U0006312,2024_11,769.24,0,0
U0006312,2024_12,769.24,0,0
U0006312,2025_01,923.09,2,0
U0006312,2025_02,646.16,0,0
U0006312,2025_03,646.16,0,0
U0006312,2025_04,646.16,0,0
U0006312,2025_05,646.16,0,0
U0006312,2025_06,646.16,0,0
U0006313,2024_07,451.79,4,0
U0006313,2024_08,451.79,0,2
U0006313,2024_09,542.15,0,0
U0006313,2024_10,650.58,3,0
U0006313,2024_11,650.58,1,1
U0006313,2024_12,780.7,0,0
U0006314,2024_07,338.89,0,0
U0006314,2024_08,237.22,0,9
U0006314,2024_09,237.22,0,0
U0006314,2024_10,237.22,0,0
U0006314,2024_11,166.05,0,0
U0006314,2024_12,199.26,0,1
U0006314,2025_01,199.26,0,0
U0006314,2025_02,199.26,0,11
U0006314,2025_03,199.26,0,0
U0006314,2025_04,239.11,1,2
U0006314,2025_05,286.93,1,0
U0006314,2025_06,286.93,1,0
U0006315,2024_07,236.63,0,0
U0006315,2024_08,236.63,0,0
U0006315,2024_09,283.96,1,0
U0006315,2024_10,283.96,1,0
U0006316,2024_07,479.35,1,0
U0006316,2024_08,575.22,1,1
U0006316,2024_09,575.22,6,1
U0006316,2024_10,402.65,2,0
U0006316,2024_11,483.18,0,0
U0006316,2024_12,483.18,0,0
U0006316,2025_01,483.18,1,0
U0006316,2025_02,579.82,0,0
U0006316,2025_03,579.82,0,0
U0006317,2024_07,269.19,0,0
U0006317,2024_08,323.03,0,0
U0006317,2024_09,323.03,0,0
U0006317,2024_10,323.03,0,3
U0006317,2024_11,323.03,0,0
U0006317,2024_12,226.12,0,0
U0006317,2025_01,271.34,0,0
U0006317,2025_02,271.34,0,4
U0006317,2025_03,271.34,0,0
U0006317,2025_04,325.61,2,0
U0006317,2025_05,227.93,0,0
U0006317,2025_06,273.52,0,0
U0006318,2024_07,206.07,0,0
U0006318,2024_08,144.25,0,1
U0006318,2024_09,100.98,0,4
U0006318,2024_10,100.98,0,0
U0006318,2024_11,121.18,0,0
U0006318,2024_12,145.42,0,1
U0006318,2025_01,174.5,3,0
U0006318,2025_02,122.15,0,0
U0006318,2025_03,85.5,0,0
U0006318,2025_04,59.85,0,0
U0006318,2025_05,59.85,0,0
U0006318,2025_06,71.82,2,0
U0006319,2024_07,445.1,0,0
U0006320,2024_07,395.39,0,0
U0006321,2024_07,479.16,1,0
U0006322,2024_07,376.01,0,0
U0006322,2024_08,263.21,0,4
U0006322,2024_09,184.25,0,0
U0006322,2024_10,184.25,0,0
